DTSTAMP,DTSTART,DTEND,SUMMARY,LOCATION,DESCRIPTION,UID,CREATED,LAST-MODIFIED,SEQUENCE
20240110T053220Z;20240110T080000Z;20240110T100000Z;SAE1.05;G_011_AMPHI;\n\nRT1-S1\nLACAN DAVID\n(Exporté le:10/01/2024 06:32)\n;ADE60323032332d3230323453542d455449454e4e452d32323839322d302d30;19700101T000000Z;20240110T053220Z;2141064552
